"Year","Month","Pl_inp_t_C_ha","OA_inp_t_C_ha","TEMP_C","RM_Temp","RAIN_mm","PEVAP_mm","SMD_mm","RM_Moist","PC","RM_PC","DPM_t_C_ha","RPM_t_C_ha","Bio_t_C_ha","Hum_t_C_ha","IOM_t_C_ha","SOC_t_C_ha","CO2_t_C_ha"
2040,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0583183021760156,5.7879745213967,0.82774941954378,42.0609122935311,3.0041,51.7390545366476,84.2328577813572
2040,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0470056499668215,5.75065040159725,0.823531758877871,42.0515564403808,3.0041,51.6768442508228,84.295068067182
2040,3,0,0,6.83,0.690260651949626,53.3,1.73,0,1,1,0.6,0.0332860197188271,5.69141586984382,0.816472912434744,42.0360258549287,3.0041,51.5813006569261,84.3906116610786
2040,4,0,0,9.91,1.08624679760332,45.03,3.03,0,1,1,0.6,0.0193368786162361,5.59943304129817,0.804912169358686,42.0105667321612,3.0041,51.4383488214343,84.5335634965704
2040,5,0,0,13.7,1.67570940522576,60.12,3.82,0,1,1,0.6,0.00836586201347038,5.46044183646365,0.786737353437195,41.9697253821429,3.0041,51.2293704340572,84.7425418839475
2040,6,0,0,16.9,2.23856432581044,59.57,4.44,0,1,1,0.6,0.00273157185960009,5.28013277416867,0.762724344620148,41.9134561505872,3.0041,50.9631448412356,85.0087674767691
2040,7,2.24,2.784,18.5,2.53584286492207,73.2,4.65,0,1,1,0.6,2.68689592102196,7.36525359307489,0.736422653548102,41.9039868049976,3.0041,55.6966589726426,85.2992533453622
2040,8,0,0,18.4,2.51701829650327,75.96,3.49,0,1,1,0.6,0.76328594513635,7.09236041645418,0.90273799767581,42.0627912230651,3.0041,53.8252755823315,87.1706367356733
2040,9,0,0,15.3,1.95107327120539,55.74,2.34,0,1,1,0.6,0.287751163128426,6.88780259874231,0.924455585431297,42.0723795771957,3.0041,53.1764889244977,87.819423393507
2040,10,0,0,11.5,1.321422018351,65.84,1.25,0,1,1,0.6,0.148618865712439,6.75262135050886,0.920213554039064,42.0581477326419,3.0041,52.8837015029023,88.1122108151025
2040,11,0,0,7.13,0.725049354203736,58.83,0.69,0,1,1,0.6,0.103426416013589,6.67957950629138,0.914707224181824,42.0467405954095,3.0041,52.7485537418963,88.2473585761085
2040,12,0,0,4.44,0.444772680629876,73.82,0.5,0,1,1,0.6,0.0828038090332955,6.63516441344655,0.910631870116105,42.0389048055441,3.0041,52.67160489814,88.3243074198648
2041,1,0,0,3.38,0.354534878846153,59.58,0.57,0,1,1,0.6,0.0693528071344578,6.59997211494501,0.907106782828375,42.0322991219723,3.0041,52.6128308268801,88.3830814911246
2041,2,0,0,4.29,0.431296337046394,52.92,0.83,0,1,1,0.6,0.0558996687959054,6.55741177730348,0.902576536661237,42.0239051740614,3.0041,52.543893156822,88.4520191611827
